"text","Lable"
"عجينته خفيفه لانك طلبت خفيفه اذا تبي السميكه  لازم تبلغه ابيه عجينه بان ( تجيك سميكه وطعمها مرره حلو )","2"
"كنت من اشد محبين بيتزا هت واشوف انه مختلف ومايقارن ، الا صار فعلا مايقارن صار غالي بالسعر والطعم دومينوز يتفوق عليه بمراحل","2"
"غالي","0"
"لو تسوون فديو ساعات بتابعه بدون مااسوي سكيب","2"
"فيه ببريدة بيتزا هت بس قفل وللآن نقول ان شاءالله بيفتح مرة ثانية احلا بيتزا بالدنيا ","2"
"جربوا مطعم ريل برجر
ومطعم شابو  ومطعم مقلوبه
مطعم عزيز ستيك","1"
"اخوي الوليد جربوا محلات الفطائر الصغيرة والبيتزا عني  طعهم الذ من هت 
وجربوا محلات مطبق
وجربوا محلات البحرية اذا تحبونها","2"
"فيصل مرووووق مرة هنا 
الله يديمها.","2"
"اقدر اقول انه اكثر مقطع تضحكون فيه يالله لطيفيننن","2"
"ليه م تبي تقول المدينه مقعوله محد يحبنا ولا كيف","0"
"جوه عالي ابو نظاره مروق","2"
"الي عاليمين حسبته انس اسكندر على طول دخلت ","1"
"الحقيقة حقوق موظف ستاربكس يأخذها أول بأول  سبحان الله وتتعلم المهنة الحقيقة جيدة للسعودة للعمل في الإدارة والعمل الميداني داخل المحلات","2"
"ذلحين لم اقدم يرفض التقديم ولازم تعبين البيانات وانا معبيتها كلها وش الحل؟","1"
"والله انك أفضل شخص تقدم هالبرنامج استمتعنا يعطيك العافيه","2"
"انا خشيت لسبب واحد لأجل اعرف اخونا مطبل والا يتكلم بالحقيقة
للأسف مطبل كبير وظائف الفروع من أسوء الوظائف يكفي ألم الركب واسفل الظهر من الوقفه الطويلة مع قلة اوقات الراحة اوقات الصلاة لا تستطيع الصلاة في المسجد بحجة انه هذا جزء من ساعات عملك واذا تجمل واعطاك فهي ربع ساعه وصلاة فردية ليست جماعة داخل المحل وانتم تعلمون اننا خلقنا للعبادة وليس للعمل العمل يأتي من مبدأ التعايش فقط  , لكن المستودع فالعمل به أجمل و أفضل بكثير ووقت الصلاة فهو جماعة هذا غير بريك الغداء الجميل وسائق الدينه أفضلهم كلهم بسبب أنه ميداني والميداني فيه حرية في الحركة والأكل والشرب والذهاب الى دورة المياه لايشترط الاستأذان ولا يشترط تحديد وقت البريك  وهذي الحقيقة 
(((((((((((والله على ما أقول شهيد))))))))))))))","1"
"راعي الاكسبلور والله كرهه لاعاد تشغلنا في الشوارع والاكسبلور","0"
"يا ريت تحفظ الخلطات ،،،،","1"
"ماشاءالله عليك حرفياً حسيت اني رحت ازوره بنفسي مابقيت شي الا وقلته 
الله يوفقك ومجهود جبااااار","2"
"اللهم البركه في المال والوقت والجهد","2"
"ياخي كل ما اشوف وجهك ودي اطلب من ماك","1"
"طيب عمري  هل اقدر اتوضف بي ستار؟","1"
"قسم بالله احبك يا هيثم","2"
"ياحظك نفسي اشتغل هنا","2"
"انا كعاطل واجي من مكان بعيد جداً لمدة اسبوعين ؟؟
كيف راح اصرف البنزين","1"
"من وين انت ؟؟؟؟؟؟","1"
"‏هل صليت على النبي اليوم؟؟‏
هل من مستغفر وحامد لله هنا؟؟","1"
"أيش بلد انتاج البن المستخدم في ستار بكس","1"
"اللهم صلي وسلم على محمد كما صليت على ابراهيم وعلى ال ابراهيم إنك حميد مجيد وبارك على محمد وعلى ال محمد كما باركت على ابراهيم وعلى ال ابراهيم انك حميد مجيد 
سبحان الله وبحمده سبحان الله العظيم 
استغفر الله العظيم الذي لا اله الا هو الحي القيوم واتوب اليه  تغفر ذنوبك ولو كانت مثل زبد البحر 
 استغفر الله العظيم الذي لا اله الا هو الحي القيوم واتوب اليه من كل ذنب عظيم يورث الحسرتا والندامه ويرد ارتفاع الدعاء واستجابته ويرد رحمتك عنا واتوب اليك
 لا اله الا الله محمد رسول الله لا اله الا الله وحده لا شريك له له الملك وله الحمد يحي ويميت بيده الخير وهو على كل شي قدير 
لا حول ولا قوة الا بالله العلي العظيم
 إنا لله وانا اليه راجعون
الله اكبر الله اكبر الله اكبر لا اله الا الله الله اكبر ولله الحمد الله أكبر كبيرا والحمد لله كثيرا وسبحان الله بكرةً واصيلا 
لا اله الا انت سبحانك ربي اني كنت من ظالمين 
 سبحان الله والحمد لله ولا اله الا الله والله اكبر ولا حول ولا قوة الا بالله العلي العظيم  
سبحان الله وبحمده سبحان الله العظيم عدد خلقه ورضى نفسه وزنتاعرشه ومداد كلماته عدد كل شي مل كل شي لي ولوالدي وللمؤمنين والمؤمنات وللمسلمين والمسلمات الاحيا منهم والاموات انشروها ماتدري بااييي حسنه تدخلك الجنه","1"
"الان انا شوي وادخل ع المقابله لتوظيفي في فرع من فروع ستاربكس يارب يسر وسهل","1"
"فيديو رائع ","2"
"نبئ وظيفه","1"
"ستاربكس فخر السياحة المزاجية","2"
"سؤال : كيف احصل على بطاقه ستاربكس اللي تجمع نقاط؟ اذا احد يساعدنا اللي عنده خلفيه، وشكرا","1"
"فلوق حلو محتوى ممتاز،  بسس انقهرت ع اللي معاها الماستر  …","2"
"الصراحه كنت اتمنى لو أن مصر عندها الاهتمام بموظفيها زي السعوديه","0"
"وش علاقة الصخب والمزيكا ف اول المقطع... انا تركت المقطع بسببه","0"
"ليتك اخترت غير ستاربكس","0"
"كنت موظفة سابقة خريجة برنامج بصراحة من اكثر البرامج متعة","2"
"والله انك مضلوم بالمشاهدات","0"
"اللي سوو ستورفيزت يوم بديتو دوام ولا؟","1"
"انا احب ستار بكس","2"
"انا قد مره خذيت قوه بارده من ستاربكس وطاح وانكب وقالي ببدله رغم ان الخطاء علي !!","2"
"عندي شهادة متوسطة هل اقدر اقدم وظيفة في ستاربكس؟","1"
"هاي ، ممكن سؤال يا هيثم هل البنات او الشباب الي اعمارهم من وفوق هل يقدرون يتشغلون في ستاربكس ؟","1"
"كموظف سابق فستاربكس ماتوقعت التغطية راح تغطي هالكمية الكبيرة من المعلومات في وقت قصير بطريقة شيقة. أحييك","2"
"المزيكا مزعجه ليتك ماحطيتها","0"
"كم رواتبهم من يفيدنا","1"
"فيه اشياء كثير ماوضحتها انه لازم تكون مامتقن للانقليزي ولازم تنظف نهاية كل شفت وتمسح البلاط وتنظف دورات المياة وتشيل صندوق الثلج وتنظف الصحون وتعقم الطاولات للزبائن وتنظف القزاز الخارجي للمحل وانه نظام الشركه تغيب اليوم الاول بيومين وبعدها تغيب بثلاثه ايام لين توصل خمس ايام وانه فيه اختبار للبارستا(عامل)وليس بارستا مع جميع هالشغلات انت المفروض تقدم اكل ليش يخلونك تنظف مو ممكن هالشي يضر بالاكل والمشروبات ؟ ليش ماتجيبون شركة خاصه بالنظافة وانت تكون متخصص بالاكل وتقديمة وكمان طول فتره الدوام تكون واقف فيه تفاصيل صغيرة ممكن تغير نظرتك للوظيفة في اي شركة","0"
"انا يمنيه والبن عندنا متوفررر بشكل  مو طبيعي … بس الشعب مشغول بل قات ","0"
"كم الرواتب ماقلت لنا ؟","1"
"مقطع متعوب عليه والله الله يسعدك ","2"
"اقدر اشتغل و انا طالب جامعي","1"
"ياربي اتوظفف فيها ماني عارفه كيف التقديم ","1"
"حمسني اتوظف بستاربكس","2"
"رهيب جداً ومقطعك جداً ممتع","2"
"انا استغرب كيف يدخلونه ويخلونه يسوي حلقة","1"
"ستاربكس تابعه لشركة الشايع بما اني كنت موظف بالشركة ذي سنتين ونص وستاربكس مشكلتها كل مدراء الفروع اجانب السعودي باريستا ويضغطون عليه يطفشونه في حياته ليته واقفه على الشغل وبعد سنتين لا زيادات ولا شي حتى الراتب  مايزيد ولافي زيادة ريال واحد غير كذا الشركة البنوك مو معتمدة الشركة واذا رحت للبنك اللي معتمد الشركة  يطلبون راتبك لازم يكون من  وفوق علشان تاخذ اكسنت وتقسطها ولا قرض شخصي ولا ترقيات للموظف المجتهد تحس انك في وظيفة سعودة مو وظيفة العمر  نصيحة اخوية وفر من عمرك وتوظف في شركة غير هالشركة تجربتي فعلية من داخل الشركة مو اصور حلقة وامشي وكلامي لكم بكل أمانة  #تجارب_سودان","1"
"حلقه بيضضض","0"
"اخخيراً شفت سعودي يسوي مقاطع كذا","2"
"وين اقدر اقد عليهم اللي عرف يقول لي ؟","1"
"طيب كيف اتوظف فيه ؟ يعني وين اروح وابغى اقرب فرع بالمدينه المنورة حق التوظيف وللله تحمست اتوظف فيه وكم الراتب ؟ انا خريج ثانويه عامه يصير اشتغل فيه ؟","1"
"نبي حلقة عن تطبيق عاوني","1"
"انا فخور جداً ببلدي الثاني السعوديه وشعبهم المحب للعمل و نظرتهم له نحبكم في الله ، حفظ الله الخليج و أبنائه","2"
"حبيييته اشتركت بقناته علطول","2"
"ستار بكس قهوه بس الناس مكبرينها يارجال تبي الكيف عليك بالمهيله قهوه عربيه خل الخرطي ستاربكس","0"
"مقاطعك دايما جميله تتحسس المشاهد بالتعب يلي بذلته عشان يطلع المقطع بهذا الجمال ","2"
"يمين بالله اسوء تجربة في حياتي","0"
"حسافة عاد كنت ابي اشتغل بستاربكس  بس بما انه لازم ابتسم هونت","0"
"الله لا يبلانا بس


هذا يغني ولا يولد ","0"
"تلوث سمعي وبصري","0"
"يعععع كريه وماله قبول  وفاهم الصوت والعرب غلط لو يطقع احسن له","0"
"وشفيه هذا؟ عووووذه من هالوجه","0"
"وربي انك بعيد عن الفن والغناء ... شوفلك مهنة اخرى او فن اخر او افتح مطعم واشتغل فيه ... وربي فشلتنا وفشلت نفسك ماعندك صوت ولا كاريزما وصوتك نشاز","0"
"والله ماعنده ادنى مراحل الفن والاداء لكن وراه معارف خلوه يوقف ويغني اغنيه اكبر من المقومات اللي عنده","0"
"صوت عادي اذا رفع صوته زياده ضاع اللحن من حلقه","1"
"عابض وبسسس","2"
"اخس واحد شفته","0"
"فنان فاشل غنا الاغنيه بعفن ابغى اعرف من خلاه فنان","0"
"الواسطه حتى في الفن 
حرام يكون مطرب حركت يده وشدقه 
تقول انه يشب على قدر","0"
"قتلت كل البدايات وقتلت ام الأغنية للأبد","0"
"عايض ماله ومال الفن 
لا صوت ولا أداء ","0"
"خربها","0"
"شادها في اثنين .. مو كذا يافنان انت قاعد تصارخ","0"
"ياليت غناها قدام محمد عبده قبل الحفله عشان يشوف كيف أداءه","1"
"الاغنيه مو محتاجه الحماس والخروج عن اللحن بطريقة غريبه غني باحساسك لكن مو اوفر الاغنيه راقيه","1"
"صوت خايس","0"
"وع وع","0"
"اقسم وربي انك بقره منهره أين احساسك وذوقك بأغنية مثل هذي ،اشتي اعرف كيف طاوعه قلبه محمد عبده وخلاك تغني ،يابجح ي خفة دمه زايدة قلعك","0"
"ياشين صوتك","0"
"خربتها بالاخير","0"
"صراحه مو زي محمد عبده","1"
"اخفاق وهفوة فنان","0"
"يابدايات البلاهه","0"
"صوت مزعج","0"
"بيتعلم صبروا عليه","1"
"ياريت يغني اغني جديدة  له محمد  عبده صاحب صوت  قوي الى يومنا هذا رغم سنه","1"
"مدري يشوف نفسه طبيعي ولا اخنا فينا بلا","0"
"ليته ماتحمس ","0"
"فاشل ولا هو حول الفن ","0"
"احس تحمس بزياده الله يصلحه وش ذا","1"
"انقلع","0"
"هذا يهاوش مايغني","0"
"بس يصارخ ولافي اي طرب في صوته","0"
"صوت واسلوب مزعج مررره","0"
"يازين ذا الوجه والصوت ","2"
"وش فيه تقل جايه مغص","0"
"يا بدايات النشاز يا نهايات البلا","0"
"خرب الاغنية","0"
"عنده مغص من الاغنية والا ايش ","0"
"هذا وشبه يهاوش","0"
"مستجد ومستحيل يوصل لمستوى الكبار لان عنده غرور  ،واما بخصوص الي يگولون وصل فهاي احلى نكته اسمعها ","0"
"كمية ازعاج تسبب الغثيان ،،،، والله فعلًا ان الفن سوق فاضي للي بيصير فنان .
انا مدري كيف تجرأ يغني لمحمد عبده لا وكمان اغنية صعبه ،،، والله انك عظيم يبو نوره وانك متواضع اللي عطيته وجه ،،، يا الله اذا بتحدى احد خله يسمع المقطع هذا ثلاث مرات من غير ما يطرش او ينفقع راسه","0"
"مصروع","0"
"والله ياخي سديت نفسي عن الحياة وزعلتني","0"
"القهوة لا يمكن الاستغناء عنها لكن السكر عادي جدا سهل الاستغناء عنه لكن هل يمكن الاستغناء عن السكر المخفي","1"
"ماافتكر متى اخر مرة شربت قهوة من غير حلا","1"
"عادي اتوتر بسبب هالقنبلة ولا بسبب كلام البشر وتصرفاتهم الي تسد النفس!","0"
"احلى قنبلة يشيخ","2"
"حبيت الحلقه واختياركم للضيفة موفق استمتعت","2"
"احب فيها صراحتها صراحه ماعندها لف ودوران الحلقه جميله جدا","2"
"احبهاااا شخصيتها مُريحه جداً","2"
"ياثقل الدم","0"
"مستحيل تتوقع الضيوف
تنوع مو طبيعي","1"
"ماتابعت البودكاست الا عشانها احبها هالانسانه ","2"
"الصراحة تمثيلها سيئ","0"
"سقطه","0"
"الحلقه تجنن شخصيتها وكلامها وعفويتها تهبل","2"
"حبيت الحلقه استمرو","2"
"الضيف سيء","0"
"ماشاء الله المُذيع اسلوبه رااااائع 
وميلا ماشاء الله ما عليها كلام !!


حلقة جميييلة جدًا واول مرة اكمل لقاء لنهايته من روعة شخصيتها ","2"
"سبحان من ينزع القبول","0"
"والله كيوووووت جازت لي الحلقه والبنت اول مره اشوفها حبيتها","2"
"لا تعطون الناس أكبر من حجمها","0"
"تكفى لا تجيبون البنات يخربون البرنامج","0"
"اشكر بودكاست يصير خير على الحلقه هذي استمتعت جدا وممتنه جداً انه عرفنا على شخصية الانسانه هذي ما توقعتها بهذي البساطة والعفويه جازت لي مررره","2"
"المحتوى ضعيف وممل.","0"
"لا فائدة من مشاهدة هذا الفيديو.","0"
"فيديو بلا هدف واضح.","0"
"لا يستحق المشاهدة، فضلًا عن تضييع الوقت فيه.","0"
"تقديم غير مهني ومبتذل.","0"
"أخطاء فنية واضحة في الفيديو.","0"
"لم يعجبني المحتوى على الإطلاق.","0"
"تكرار محتوى نفسه بدون تنوع.","0"
"جودة الفيديو سيئة وغير متميزة.","0"
"الفيديوهات لا تحمل أي فائدة تعليمية.","0"
"التعليقات السلبية تفوق الإيجابية بكثير.","0"
"تنسيق وإخراج سيئين للفيديو.","0"
"لا يبدو أن هناك بحث أو تخطيط جيد للفيديو.","0"
"المحتوى مكرر ومألوف بشكل سلبي.","0"
"لا يبدو أن المنتج يهتم بجودة الإنتاج.","0"
"الفيديوهات تفتقر إلى الإثارة والتشويق.","0"
"لا يوجد تميز في المحتوى مقارنة بالمنافسين.","0"
"لا يتناسب المحتوى مع عنوان الفيديو.","0"
"لا يوجد تنسيق في المحتوى، يبدو عشوائياً.","0"
"الفيديوهات تعتمد بشكل كبير على المحتوى السطحي.","0"
"لا توجد تفاعلات أو تفاعلات ضعيفة على الفيديو.","0"
"الفيديوهات تفتقر إلى الإبداع والتجديد.","0"
"المحتوى مكرر وغير مبتكر.","0"
"الجودة الصوتية سيئة وتشوش على الاستماع.","0"
"المحتوى لا يعكس مستوى احترافية عالٍ.","0"
"الفيديوهات لا تستحق أي متابعة.","0"
"لا يوجد جهد مبذول في صنع الفيديوهات.","0"
"الفيديوهات لا تحتوي على معلومات مفيدة.","0"
"الفيديوهات تبدو تافهة وغير مفيدة.","0"
"الفيديوهات تفتقر إلى التركيز والتنظيم.","0"
"لا يمكنني فهم هدف الفيديو.","0"
"جودة الكاميرا والصورة غير جيدة.","0"
"المحتوى متكرر ولا يقدم شيئًا جديدًا.","0"
"الفيديوهات تفتقر إلى الإبداع والتميز.","0"
"تقديم غير مهني وغير مرتب في الفيديو.","0"
"الفيديوهات تبدو مبتذلة وسطحية.","0"
"لا يوجد تنسيق في محتوى الفيديوهات.","0"
"الفيديوهات تفتقر إلى التركيز والجودة.","0"
"جودة الفيديو غير مقبولة.","0"
"المحتوى ممل ولا يثير الاهتمام.","0"
"لا يوجد أي جهد في اختيار المحتوى.","0"
"الفيديوهات تفتقر إلى الاحترافية.","0"
"لا يوجد أي تميز في المحتوى.","0"
"الفيديوهات لا تحمل أي قيمة ترفيهية.","0"
"لا يبدو أن هناك استثمار في الجودة.","0"
"الفيديوهات تبدو عادية ومتوسطة.","0"
"لا يوجد تنوع في المحتوى.","0"
"الفيديوهات تبدو متسرعة وغير مدروسة.","0"
"الفيديوهات لا تلفت الانتباه بأي شكل.","0"
"تقديم غير مهني ولا يليق بالمحتوى.","0"
"الفيديوهات لا تستحق الاهتمام.","0"
"المحتوى بسيط للغاية ولا يمتلك قيمة.","0"
"لا يوجد تنوع في المحتوى، كله متشابه.","0"
"المحتوى لا يبدو مثيرًا للاهتمام.","0"
"الجودة العامة للفيديو ضعيفة.","0"
"لم يتم تقديم المعلومات بشكل واضح.","0"
"الفيديو لا يقدم أي قيمة مضافة.","0"
"التنسيق والتنظيم في الفيديو غير جيدين.","0"
"المحتوى مكرر ولا يبتكر شيئًا جديدًا.","0"
"جودة الصوت والصورة غير مرضية.","0"
"التسلسل الزمني للفيديو غير مفهوم.","0"
"الفيديوهات تبدو عادية ومكررة.","0"
"سمييين","0"
"سميين للغاية","0"
"تشببه الخنزير","0"
"بدييييييين جدااا","0"
"الفيديو ممل للغاية.","0"
"لم يتم تقديم أي معلومات مفيدة.","0"
"جودة الإنتاج ضعيفة جدًا.","0"
"تنسيق الفيديو غير مهني.","0"
"المحتوى لا يستحق الوقت المستثمر فيه.","0"
"الفيديو لا يشد الانتباه بشكل جيد.","0"
"المحتوى مكرر وغير مبتكر.","0"
"لا يتوافق الفيديو مع عنوانه.","0"
"الجودة الصوتية سيئة للغاية.","0"
"التقديم لا يبدو احترافيًا.","0"
"لا توجد مهارات تواصل جيدة.","0"
"لا يوجد ترتيب منطقي في الشرح.","0"
"جودة الصورة سيئة وغير واضحة.","0"
"الفيديوهات تبدو غير مهتمة بالمشاهدين.","0"
"الفيديوهات لا تقدم أي فائدة تعليمية.","0"
"المحتوى يفتقر إلى التنوع والابتكار.","0"
"لا يوجد تدفق منطقي في الشرح.","0"
"الجودة العامة للفيديو غير مرضية.","0"
"لم يتم شرح الموضوع بشكل كافي.","0"
"الفيديوهات تفتقر إلى الاحترافية.","0"
"المحتوى مكرر ولا يقدم شيئًا جديدًا.","0"
"الشرح غير واضح وملخبط.","0"
"الجودة العامة للفيديو غير مقبولة.","0"
"المحتوى لا يثير الاهتمام.","0"
"الفيديوهات تفتقر إلى الترتيب والتنظيم.","0"
"لا يوجد اتصال مع المشاهدين.","0"
"الجودة العامة للفيديو ضعيفة جدًا.","0"
"المحتوى لا يحتوي على أي معلومات جديدة.","0"
"الشرح بطيء وغير موجز.","0"
"الفيديوهات لا تلفت الانتباه.","0"
"الفيديوهات لا تقدم أي قيمة مضافة.","0"
"الفيديوهات تفتقر إلى الابتكار والتجديد.","0"
"المحتوى لا يبدو مرتبطًا بالعنوان.","0"
"الجودة العامة للفيديو غير مرضية.","0"
"الشرح ممل وغير جذاب.","0"
"الفيديوهات تفتقر إلى التفاعل مع المشاهدين.","0"
"الفيديوهات لا تلقى انتباهًا كافيًا.","0"
"المحتوى يبدو غير منظم ومبهم.","0"
"الجودة العامة للفيديو ضعيفة جدًا.","0"
"الشرح غير مفهوم ومعقد.","0"
"هالشركة عم تسرق الفلوس، كل منتجاتها معيبة.","0"
"والله لو كنت عارف إنو رح تكون هيك النتيجة ما كنت شريت.","0"
"شو هاد المنتج الفاشل؟! ما فيو لا جد ولا ضحك.","0"
"هاي الشركة عم تلعب على أعصاب الناس، ما فيها رحمة.","0"
"والله إنو ما كنت عارف كيف بدك تشتغل هالمنتج.","0"
"شو هالجهاز المعقد؟ مش عارف ليش بيسموه تكنولوجيا.","0"
"هاد المنتج يبدو مش بطالة، بس محتاج شوية تطوير.","1"
"الجهاز هاد ماشي، مو ممتاز بس مش سيء.","1"
"في منتجات أحسن من هاد، بس بتقدر تعمل فيه شغل.","1"
"هاد المنتج لسه فيه بعض العيوب، بس مقبول لسعره.","1"
"شايف إنو المنتج عادي، مش ملفت بس ما بيتعبك كتير.","1"
"مش زينة بزيادة، بس هيك مقبولة على مستوى السعر.","1"
"المنتج فيه بعض المميزات، بس فيه كمان شوية عيوب.","1"
"لسه ما جربته بس شكله مقبول، ما عندي شي معيب عليه.","1"
"الفيلم هاد ما بيمل، بس ما بيحمل كمان شوية تشويق.","1"
"في أفلام أحلى من هاد، بس بتضل قصة الفيلم حلوة.","1"
"هاد المنتج للي بدو يستخدمه بس ما فيه شيء مميز جداً.","1"
"المنتج مش سيء، بس مش مثالي كمان.","1"
"الجودة مو بزيادة، بس السعر مقبول على الإجمال.","1"
"بالنسبة للسعر، المنتج كويس.","1"
"هاد المنتج بيعمل شغله بسيطة، مش محتاج لهاك.","1"
"الجهاز مش بطالة بس فيه أحسن منو.","1"
"المنتج مش سيء بس ما بيختلف كتير عن منتجات تانية.","1"
"لو مش متأكد من المنتج، بس بيبدو مقبول.","1"
"بتعرف، المنتج بيعمل المطلوب منو، بس ما فيه شيء خاص.","1"
"الفيلم مش رديء بس مو أفضل من هيك.","1"
